train,val,test
,,231205.152859.HD07.017.Group1.A1.S017
,,231205.160109.HD07.018.Group1.A1.S018
,,231205.160528.HD07.019.Group1.A1.S019
,,231205.160938.HD07.021.Group1.A1.S021
,,231205.161216.HD07.022.Group1.A1.S022
,,231205.161427.HD07.023.Group1.A1.S023
,,231205.161621.HD07.024.Group1.A1.S024
,,231205.162333.HD07.027.Group1.A1.S027
,,231205.163414.HD07.028.Group1.A1.S028
,,231205.163540.HD07.029.Group1.A1.S029
,,231205.163945.HD07.030.Group1.A1.S030
,,231205.164341.HD07.032.Group1.A1.S032
,,231205.164717.HD07.033.Group1.A1.S033
,,231205.165200.HD07.034.Group1.A1.S034
,,231205.165458.HD07.035.Group1.A1.S035
,,231205.170001.HD07.037.Group1.A1.S037
,,231205.170058.HD07.038.Group1.A1.S038
,,231205.170307.HD07.039.Group1.A1.S039
,,231205.170435.HD07.040.Group1.A1.S040
,,231205.170605.HD07.041.Group1.A1.S041
,,231205.170934.HD07.042.Group1.A1.S042
,,231205.172517.HD07.043.Group1.A1.S043
,,231205.172618.HD07.044.Group1.A1.S044
,,231205.172804.HD07.045.Group1.A1.S045
,,231205.173048.HD07.046.Group1.A1.S046
,,231205.173212.HD07.047.Group1.A1.S047
,,231205.173353.HD07.048.Group1.A1.S048
,,231205.173707.HD07.049.Group1.A1.S049
,,231205.173930.HD07.050.Group1.A1.S050
,,231205.174129.HD07.051.Group1.A1.S051
,,231205.174245.HD07.052.Group1.A1.S052
,,231205.174409.HD07.053.Group1.A1.S053
,,231205.174539.HD07.054.Group1.A1.S054
,,231205.174738.HD07.055.Group1.A1.S055
,,231205.174918.HD07.056.Group1.A1.S056
,,231205.175244.HD07.057.Group1.A1.S057
,,231205.175402.HD07.058.Group1.A1.S058
,,231205.175606.HD07.059.Group1.A1.S059
,,231205.175707.HD07.060.Group1.A1.S060
,,231205.175937.HD07.061.Group1.A1.S061
,,231205.180244.HD07.062.Group1.A1.S062
,,231205.180558.HD07.063.Group1.A1.S063
,,231101.121943.HD09.001.Group1.A1.S001
,,231101.122713.HD09.003.Group1.A1.S003
,,231101.122931.HD09.004.Group1.A1.S004
,,231101.123258.HD09.006.Group1.A1.S006
,,231101.123447.HD09.007.Group1.A1.S007
,,231101.124011.HD09.009.Group1.A1.S009
,,231101.124250.HD09.010.Group1.A1.S010
,,231101.124428.HD09.011.Group1.A1.S011
,,231101.124545.HD09.012.Group1.A1.S012
,,231101.124814.HD09.014.Group1.A1.S014
,,231101.125052.HD09.015.Group1.A1.S015
,,231101.125636.HD09.017.Group1.A1.S017
,,231101.125937.HD09.018.Group1.A1.S018
,,231101.130123.HD09.019.Group1.A1.S019
,,231101.130648.HD09.021.Group1.A1.S021
,,231101.131317.HD09.022.Group1.A1.S022
,,231101.131445.HD09.023.Group1.A1.S023
,,231101.131655.HD09.024.Group1.A1.S024
,,231101.131814.HD09.025.Group1.A1.S025
,,231101.132003.HD09.026.Group1.A1.S026
,,231101.132203.HD09.027.Group1.A1.S027
,,231101.132319.HD09.028.Group1.A1.S028
,,231101.132633.HD09.029.Group1.A1.S029
,,231101.132910.HD09.030.Group1.A1.S030
,,231101.133025.HD09.031.Group1.A1.S031
,,231101.133202.HD09.032.Group1.A1.S032
,,231101.133425.HD09.033.Group1.A1.S033
,,231101.133855.HD09.034.Group1.A1.S034
,,231101.134114.HD09.036.Group1.A1.S036
,,231101.134253.HD09.037.Group1.A1.S037
,,231101.134425.HD09.038.Group1.A1.S038
,,231101.134600.HD09.039.Group1.A1.S039
,,231101.134926.HD09.041.Group1.A1.S041
,,231101.135033.HD09.042.Group1.A1.S042
,,231101.135626.HD09.043.Group1.A1.S043
,,231101.135711.HD09.044.Group1.A1.S044
,,231101.135800.HD09.045.Group1.A1.S045
,,231101.135912.HD09.046.Group1.A1.S046
,,231101.140144.HD09.047.Group1.A1.S047
,,231101.140248.HD09.048.Group1.A1.S048
,,231101.140408.HD09.049.Group1.A1.S049
,,231101.140518.HD09.050.Group1.A1.S050
,,231101.140626.HD09.051.Group1.A1.S051
,,231101.140755.HD09.052.Group1.A1.S052
,,231101.140935.HD09.053.Group1.A1.S053
,,231101.141029.HD09.054.Group1.A1.S054
,,231101.141122.HD09.055.Group1.A1.S055
,,231101.141254.HD09.056.Group1.A1.S056
,,231101.141424.HD09.057.Group1.A1.S057
,,231101.141535.HD09.058.Group1.A1.S058
,,231101.141743.HD09.059.Group1.A1.S059
,,231101.142011.HD09.060.Group1.A1.S060
,,231101.142108.HD09.061.Group1.A1.S061
,,231101.142217.HD09.062.Group1.A1.S062
,,231101.142425.HD09.063.Group1.A1.S063
,,231102.182432.HD11.001.Group1.A1.S001
,,231102.182619.HD11.002.Group1.A1.S002
,,231102.182706.HD11.003.Group1.A1.S003
,,231102.182834.HD11.004.Group1.A1.S004
,,231102.183531.HD11.005.Group1.A1.S005
,,231102.184351.HD11.006.Group1.A1.S006
,,231102.184636.HD11.007.Group1.A1.S007
,,231102.184817.HD11.008.Group1.A1.S008
,,231102.184951.HD11.009.Group1.A1.S009
,,231102.185606.HD11.010.Group1.A1.S010
,,231102.190312.HD11.011.Group1.A1.S011
,,231102.190400.HD11.012.Group1.A1.S012
,,231102.190618.HD11.013.Group1.A1.S013
,,231102.190916.HD11.014.Group1.A1.S014
,,231102.191124.HD11.015.Group1.A1.S015
,,231102.191356.HD11.016.Group1.A1.S016
,,231102.191613.HD11.017.Group1.A1.S017
,,231102.192032.HD11.018.Group1.A1.S018
,,231102.194209.HD11.022.Group1.A1.S022
,,231102.194923.HD11.023.Group1.A1.S023
,,231102.195015.HD11.024.Group1.A1.S024
,,231102.195223.HD11.025.Group1.A1.S025
,,231102.195356.HD11.026.Group1.A1.S026
,,231102.195603.HD11.027.Group1.A1.S027
,,231102.195748.HD11.028.Group1.A1.S028
,,231102.195917.HD11.029.Group1.A1.S029
,,231102.200133.HD11.030.Group1.A1.S030
,,231102.200629.HD11.032.Group1.A1.S032
,,231102.201015.HD11.034.Group1.A1.S034
,,231102.201236.HD11.035.Group1.A1.S035
,,231102.201421.HD11.036.Group1.A1.S036
,,231102.201605.HD11.037.Group1.A1.S037
,,231102.201745.HD11.038.Group1.A1.S038
,,231102.201905.HD11.039.Group1.A1.S039
,,231102.202017.HD11.040.Group1.A1.S040
,,231102.202145.HD11.041.Group1.A1.S041
,,231102.202316.HD11.042.Group1.A1.S042
,,231102.202443.HD11.043.Group1.A1.S043
,,231102.202912.HD11.044.Group1.A1.S044
,,231102.203257.HD11.045.Group1.A1.S045
,,231102.203617.HD11.046.Group1.A1.S046
,,231102.203902.HD11.047.Group1.A1.S047
,,231102.204040.HD11.048.Group1.A1.S048
,,231102.204417.HD11.049.Group1.A1.S049
,,231102.204601.HD11.050.Group1.A1.S050
,,231102.204712.HD11.051.Group1.A1.S051
,,231102.204844.HD11.052.Group1.A1.S052
,,231102.205759.HD11.053.Group1.A1.S053
,,231102.210041.HD11.054.Group1.A1.S054
,,231102.210319.HD11.055.Group1.A1.S055
,,231102.210438.HD11.056.Group1.A1.S056
,,231102.210549.HD11.057.Group1.A1.S057
,,231102.210714.HD11.058.Group1.A1.S058
,,231102.210821.HD11.059.Group1.A1.S059
,,231102.211008.HD11.060.Group1.A1.S060
,,231102.211213.HD11.061.Group1.A1.S061
,,231102.211456.HD11.062.Group1.A1.S062
,,231102.211750.HD11.063.Group1.A1.S063
,,231106.134601.HD12.001.Group1.A1.S001
,,231106.134734.HD12.002.Group1.A1.S002
,,231106.135044.HD12.003.Group1.A1.S003
,,231106.135356.HD12.004.Group1.A1.S004
,,231106.140123.HD12.007.Group1.A1.S007
,,231106.140606.HD12.008.Group1.A1.S008
,,231106.141156.HD12.010.Group1.A1.S010
,,231106.141709.HD12.012.Group1.A1.S012
,,231106.142126.HD12.014.Group1.A1.S014
,,231106.142422.HD12.015.Group1.A1.S015
,,231106.142549.HD12.016.Group1.A1.S016
,,231106.143146.HD12.019.Group1.A1.S019
,,231106.143241.HD12.020.Group1.A1.S020
,,231106.143428.HD12.021.Group1.A1.S021
,,231106.144608.HD12.024.Group1.A1.S024
,,231106.145020.HD12.025.Group1.A1.S025
,,231106.145325.HD12.026.Group1.A1.S026
,,231106.145616.HD12.027.Group1.A1.S027
,,231106.145729.HD12.029.Group1.A1.S029
,,231106.145907.HD12.030.Group1.A1.S030
,,231106.150020.HD12.031.Group1.A1.S031
,,231106.150320.HD12.032.Group1.A1.S032
,,231106.150617.HD12.033.Group1.A1.S033
,,231106.150918.HD12.035.Group1.A1.S035
,,231106.151132.HD12.036.Group1.A1.S036
,,231106.151221.HD12.037.Group1.A1.S037
,,231106.151425.HD12.038.Group1.A1.S038
,,231106.152333.HD12.039.Group1.A1.S039
,,231106.152643.HD12.041.Group1.A1.S041
,,231106.154102.HD12.044.Group1.A1.S044
,,231106.154213.HD12.045.Group1.A1.S045
,,231106.154405.HD12.046.Group1.A1.S046
,,231106.154710.HD12.047.Group1.A1.S047
,,231106.155107.HD12.048.Group1.A1.S048
,,231106.155311.HD12.049.Group1.A1.S049
,,231106.155512.HD12.050.Group1.A1.S050
,,231106.155908.HD12.051.Group1.A1.S051
,,231106.160225.HD12.052.Group1.A1.S052
,,231106.160446.HD12.053.Group1.A1.S053
,,231106.160659.HD12.054.Group1.A1.S054
,,231106.161848.HD12.056.Group1.A1.S056
,,231106.162544.HD12.059.Group1.A1.S059
,,231106.162728.HD12.060.Group1.A1.S060
,,231110.175334.HD14.001.Group1.A1.S001
,,231110.175416.HD14.002.Group1.A1.S002
,,231110.175500.HD14.003.Group1.A1.S003
,,231110.175546.HD14.004.Group1.A1.S004
,,231110.175709.HD14.005.Group1.A1.S005
,,231110.175758.HD14.006.Group1.A1.S006
,,231110.175843.HD14.007.Group1.A1.S007
,,231110.180003.HD14.008.Group1.A1.S008
,,231110.180044.HD14.009.Group1.A1.S009
,,231110.180203.HD14.010.Group1.A1.S010
,,231110.180328.HD14.011.Group1.A1.S011
,,231110.180501.HD14.012.Group1.A1.S012
,,231110.180730.HD14.013.Group1.A1.S013
,,231110.180927.HD14.014.Group1.A1.S014
,,231110.181351.HD14.017.Group1.A1.S017
,,231110.181518.HD14.018.Group1.A1.S018
,,231110.181621.HD14.019.Group1.A1.S019
,,231110.181914.HD14.020.Group1.A1.S020
,,231110.182321.HD14.021.Group1.A1.S021
,,231110.183139.HD14.022.Group1.A1.S022
,,231110.183310.HD14.023.Group1.A1.S023
,,231110.183530.HD14.024.Group1.A1.S024
,,231110.184259.HD14.027.Group1.A1.S027
,,231110.184505.HD14.028.Group1.A1.S028
,,231110.184655.HD14.029.Group1.A1.S029
,,231110.184855.HD14.030.Group1.A1.S030
,,231110.185041.HD14.031.Group1.A1.S031
,,231110.185213.HD14.032.Group1.A1.S032
,,231110.185511.HD14.033.Group1.A1.S033
,,231110.185836.HD14.034.Group1.A1.S034
,,231110.190146.HD14.035.Group1.A1.S035
,,231110.190302.HD14.036.Group1.A1.S036
,,231110.190524.HD14.037.Group1.A1.S037
,,231110.190755.HD14.038.Group1.A1.S038
,,231110.191031.HD14.039.Group1.A1.S039
,,231110.191133.HD14.040.Group1.A1.S040
,,231110.191326.HD14.041.Group1.A1.S041
,,231110.192159.HD14.042.Group1.A1.S042
,,231110.192315.HD14.043.Group1.A1.S043
,,231110.193222.HD14.045.Group1.A1.S045
,,231110.193504.HD14.047.Group1.A1.S047
,,231101.154052.HD15.001.Group1.A1.S001
,,231101.154140.HD15.002.Group1.A1.S002
,,231101.154231.HD15.003.Group1.A1.S003
,,231101.154330.HD15.004.Group1.A1.S004
,,231101.154503.HD15.005.Group1.A1.S005
,,231101.154700.HD15.006.Group1.A1.S006
,,231101.154831.HD15.007.Group1.A1.S007
,,231101.155011.HD15.008.Group1.A1.S008
,,231101.155146.HD15.009.Group1.A1.S009
,,231101.155304.HD15.010.Group1.A1.S010
,,231101.155412.HD15.011.Group1.A1.S011
,,231101.155527.HD15.012.Group1.A1.S012
,,231101.155955.HD15.013.Group1.A1.S013
,,231101.160047.HD15.014.Group1.A1.S014
,,231101.160342.HD15.015.Group1.A1.S015
,,231101.160625.HD15.016.Group1.A1.S016
,,231101.160928.HD15.017.Group1.A1.S017
,,231101.161121.HD15.018.Group1.A1.S018
,,231101.161250.HD15.019.Group1.A1.S019
,,231101.161920.HD15.020.Group1.A1.S020
,,231101.162752.HD15.021.Group1.A1.S021
,,231101.162936.HD15.022.Group1.A1.S022
,,231101.163131.HD15.023.Group1.A1.S023
,,231101.164200.HD15.024.Group1.A1.S024
,,231101.164428.HD15.025.Group1.A1.S025
,,231101.164714.HD15.026.Group1.A1.S026
,,231101.165110.HD15.027.Group1.A1.S027
,,231101.165229.HD15.028.Group1.A1.S028
,,231101.165318.HD15.029.Group1.A1.S029
,,231101.165355.HD15.030.Group1.A1.S030
,,231101.165523.HD15.031.Group1.A1.S031
,,231101.172805.HD15.032.Group1.A1.S032
,,231101.173246.HD15.033.Group1.A1.S033
,,231101.181117.HD15.034.Group1.A1.S034
,,231101.181447.HD15.035.Group1.A1.S035
,,231101.181751.HD15.036.Group1.A1.S036
,,231101.181858.HD15.037.Group1.A1.S037
,,231101.182016.HD15.038.Group1.A1.S038
,,231101.182417.HD15.039.Group1.A1.S039
,,231101.183128.HD15.040.Group1.A1.S040
,,231101.183429.HD15.041.Group1.A1.S041
,,231101.183655.HD15.042.Group1.A1.S042
,,231101.184421.HD15.043.Group1.A1.S043
,,231101.184821.HD15.044.Group1.A1.S044
,,231101.185117.HD15.045.Group1.A1.S045
,,231101.185433.HD15.046.Group1.A1.S046
,,231101.185703.HD15.047.Group1.A1.S047
,,231101.185937.HD15.048.Group1.A1.S048
,,231101.190215.HD15.049.Group1.A1.S049
,,231101.190403.HD15.050.Group1.A1.S050
,,231101.190500.HD15.051.Group1.A1.S051
,,231101.190612.HD15.052.Group1.A1.S052
,,231101.191005.HD15.053.Group1.A1.S053
,,231101.191229.HD15.054.Group1.A1.S054
,,231101.191419.HD15.055.Group1.A1.S055
,,231101.191555.HD15.056.Group1.A1.S056
,,231101.191722.HD15.057.Group1.A1.S057
,,231101.191834.HD15.058.Group1.A1.S058
,,231101.192121.HD15.059.Group1.A1.S059
,,231101.192922.HD15.060.Group1.A1.S060
,,231101.193215.HD15.061.Group1.A1.S061
,,231101.193519.HD15.062.Group1.A1.S062
,,231101.193730.HD15.063.Group1.A1.S063
,,231215.134357.HD18.001.Group1.A1.S001
,,231215.134513.HD18.002.Group1.A1.S002
,,231215.134718.HD18.003.Group1.A1.S003
,,231215.134844.HD18.004.Group1.A1.S004
,,231215.135036.HD18.005.Group1.A1.S005
,,231215.135859.HD18.009.Group1.A1.S009
,,231215.140526.HD18.011.Group1.A1.S011
,,231215.140923.HD18.012.Group1.A1.S012
,,231215.141526.HD18.014.Group1.A1.S014
,,231215.141718.HD18.015.Group1.A1.S015
,,231215.141850.HD18.016.Group1.A1.S016
,,231215.142129.HD18.017.Group1.A1.S017
,,231215.142444.HD18.018.Group1.A1.S018
,,231215.142636.HD18.019.Group1.A1.S019
,,231215.142748.HD18.020.Group1.A1.S020
,,231215.142912.HD18.021.Group1.A1.S021
,,231215.143129.HD18.022.Group1.A1.S022
,,231215.143352.HD18.024.Group1.A1.S024
,,231215.143526.HD18.025.Group1.A1.S025
,,231215.143717.HD18.026.Group1.A1.S026
,,231215.143911.HD18.027.Group1.A1.S027
,,231215.144015.HD18.028.Group1.A1.S028
,,231215.144301.HD18.030.Group1.A1.S030
,,231215.144453.HD18.031.Group1.A1.S031
,,231215.154720.HD18.032.Group1.A1.S032
,,231215.154945.HD18.033.Group1.A1.S033
,,231215.155203.HD18.034.Group1.A1.S034
,,231215.155450.HD18.035.Group1.A1.S035
,,231215.155545.HD18.036.Group1.A1.S036
,,231215.155736.HD18.037.Group1.A1.S037
,,231215.155914.HD18.038.Group1.A1.S038
,,231215.160105.HD18.039.Group1.A1.S039
,,231215.160253.HD18.040.Group1.A1.S040
,,231215.160425.HD18.041.Group1.A1.S041
,,231215.161010.HD18.042.Group1.A1.S042
,,231215.161344.HD18.043.Group1.A1.S043
,,231215.161528.HD18.044.Group1.A1.S044
,,231215.161704.HD18.045.Group1.A1.S045
,,231215.161852.HD18.046.Group1.A1.S046
,,231215.162104.HD18.047.Group1.A1.S047
,,231215.162322.HD18.048.Group1.A1.S048
,,231215.162527.HD18.049.Group1.A1.S049
,,231215.162654.HD18.050.Group1.A1.S050
,,231215.163021.HD18.051.Group1.A1.S051
,,231215.163330.HD18.052.Group1.A1.S052
,,231215.163744.HD18.053.Group1.A1.S053
,,231215.164546.HD18.055.Group1.A1.S055
,,231215.164847.HD18.056.Group1.A1.S056
,,231215.165041.HD18.057.Group1.A1.S057
,,231215.165629.HD18.059.Group1.A1.S059
,,231215.165922.HD18.060.Group1.A1.S060
,,231215.170110.HD18.061.Group1.A1.S061
,,231215.170203.HD18.062.Group1.A1.S062
,,231215.170359.HD18.063.Group1.A1.S063
,,231215.170447.HD18.064.Group1.A1.S064
,,231106.173933.HD25.001.Group1.A1.S001
,,231106.174220.HD25.002.Group1.A1.S002
,,231106.174320.HD25.003.Group1.A1.S003
,,231106.174427.HD25.004.Group1.A1.S004
,,231106.174542.HD25.005.Group1.A1.S005
,,231106.174821.HD25.006.Group1.A1.S006
,,231106.174934.HD25.007.Group1.A1.S007
,,231106.175046.HD25.008.Group1.A1.S008
,,231106.175200.HD25.009.Group1.A1.S009
,,231106.175311.HD25.010.Group1.A1.S010
,,231106.175525.HD25.011.Group1.A1.S011
,,231106.175838.HD25.013.Group1.A1.S013
,,231106.180028.HD25.015.Group1.A1.S015
,,231106.180229.HD25.016.Group1.A1.S016
,,231106.180429.HD25.017.Group1.A1.S017
,,231106.180858.HD25.020.Group1.A1.S020
,,231106.181001.HD25.021.Group1.A1.S021
,,231106.181423.HD25.022.Group1.A1.S022
,,231106.181731.HD25.023.Group1.A1.S023
,,231106.181934.HD25.024.Group1.A1.S024
,,231106.182045.HD25.025.Group1.A1.S025
,,231106.182304.HD25.026.Group1.A1.S026
,,231106.182429.HD25.027.Group1.A1.S027
,,231106.182551.HD25.028.Group1.A1.S028
,,231106.182707.HD25.029.Group1.A1.S029
,,231106.182831.HD25.030.Group1.A1.S030
,,231106.182942.HD25.031.Group1.A1.S031
,,231106.183204.HD25.032.Group1.A1.S032
,,231106.183731.HD25.036.Group1.A1.S036
,,231106.183939.HD25.037.Group1.A1.S037
,,231106.184144.HD25.038.Group1.A1.S038
,,231106.184340.HD25.039.Group1.A1.S039
,,231106.184458.HD25.040.Group1.A1.S040
,,231106.184549.HD25.041.Group1.A1.S041
,,231106.184655.HD25.042.Group1.A1.S042
,,231106.184754.HD25.043.Group1.A1.S043
,,231106.184909.HD25.044.Group1.A1.S044
,,231106.185050.HD25.045.Group1.A1.S045
,,231106.185306.HD25.046.Group1.A1.S046
,,231106.185437.HD25.047.Group1.A1.S047
,,231106.185532.HD25.048.Group1.A1.S048
,,231106.190037.HD25.049.Group1.A1.S049
,,231106.190215.HD25.050.Group1.A1.S050
,,231106.190332.HD25.051.Group1.A1.S051
,,231106.190423.HD25.052.Group1.A1.S052
,,231106.190739.HD25.053.Group1.A1.S053
,,231106.190926.HD25.054.Group1.A1.S054
,,231106.191017.HD25.055.Group1.A1.S055
,,231106.191121.HD25.056.Group1.A1.S056
,,231106.191511.HD25.057.Group1.A1.S057
,,231106.191612.HD25.058.Group1.A1.S058
,,231106.191728.HD25.059.Group1.A1.S059
,,231106.191814.HD25.060.Group1.A1.S060
,,231106.191934.HD25.061.Group1.A1.S061
,,231106.192132.HD25.062.Group1.A1.S062
,,231106.192238.HD25.063.Group1.A1.S063
,,230116.105253.A2.001.Group1.A1.S001
,,230116.105429.A2.002.Group1.A1.S002
,,230116.105602.A2.003.Group1.A1.S003
,,230116.105648.A2.004.Group1.A1.S004
,,230116.110010.A2.006.Group1.A1.S006
,,230116.110253.A2.007.Group1.A1.S007
,,230116.110352.A2.008.Group1.A1.S008
,,230116.110505.A2.009.Group1.A1.S009
,,230116.110608.A2.010.Group1.A1.S010
,,230116.110645.A2.011.Group1.A1.S011
,,230116.110959.A2.013.Group1.A1.S013
,,230116.111044.A2.014.Group1.A1.S014
,,230116.111130.A2.015.Group1.A1.S015
,,230116.111525.A2.018.Group1.A1.S018
,,230116.114027.A2_2.003.Group1.A1.S003
,,230116.114118.A2_2.004.Group1.A1.S004
,,230116.114730.A2_2.009.Group1.A1.S009
,,230116.114903.A2_2.010.Group1.A1.S010
,,230116.115141.A2_2.011.Group1.A1.S011
,,230116.115353.A2_2.013.Group1.A1.S013
,,230116.115504.A2_2.014.Group1.A1.S014
,,230116.120028.A2_2.015.Group1.A1.S015
,,230116.120215.A2_2.016.Group1.A1.S016
,,230116.120320.A2_2.017.Group1.A1.S017
,,230116.145511.A2_3.001.Group1.A1.S001
,,230116.145748.A2_3.002.Group1.A1.S002
,,230116.150550.A2_3.004.Group1.A1.S004
,,230116.151137.A2_3.006.Group1.A1.S006
,,230116.151256.A2_3.007.Group1.A1.S007
,,230116.151601.A2_3.008.Group1.A1.S008
,,230116.151951.A2_3.009.Group1.A1.S009
,,230116.152113.A2_3.010.Group1.A1.S010
,,230116.152641.A2_3.012.Group1.A1.S012
,,230116.152824.A2_3.013.Group1.A1.S013
,,230116.153208.A2_3.014.Group1.A1.S014
,,230116.153336.A2_3.015.Group1.A1.S015
,,230114.131655.A12.001.Group1.A1.S001
,,230114.131840.A12.002.Group1.A1.S002
,,230114.131938.A12.003.Group1.A1.S003
,,230114.132031.A12.004.Group1.A1.S004
,,230114.132126.A12.005.Group1.A1.S005
,,230114.132212.A12.006.Group1.A1.S006
,,230114.132311.A12.007.Group1.A1.S007
,,230114.132422.A12.008.Group1.A1.S008
,,230114.132537.A12.009.Group1.A1.S009
,,230114.132700.A12.010.Group1.A1.S010
,,230114.132835.A12.011.Group1.A1.S011
,,230114.132958.A12.012.Group1.A1.S012
,,230114.133122.A12.013.Group1.A1.S013
,,230114.133313.A12.014.Group1.A1.S014
,,230114.133428.A12.015.Group1.A1.S015
,,230114.154859.A12_2.001.Group1.A1.S001
,,230114.155015.A12_2.002.Group1.A1.S002
,,230114.155151.A12_2.003.Group1.A1.S003
,,230114.155257.A12_2.004.Group1.A1.S004
,,230114.155405.A12_2.005.Group1.A1.S005
,,230114.155459.A12_2.006.Group1.A1.S006
,,230114.155611.A12_2.007.Group1.A1.S007
,,230114.155714.A12_2.008.Group1.A1.S008
,,230114.155842.A12_2.009.Group1.A1.S009
,,230114.160001.A12_2.010.Group1.A1.S010
,,230114.160126.A12_2.011.Group1.A1.S011
,,230114.160230.A12_2.012.Group1.A1.S012
,,230114.160326.A12_2.013.Group1.A1.S013
,,230114.160648.A12_2.014.Group1.A1.S014
,,230114.160809.A12_2.015.Group1.A1.S015
,,230114.181633.A12_3.001.Group1.A1.S001
,,230114.181733.A12_3.002.Group1.A1.S002
,,230114.181823.A12_3.003.Group1.A1.S003
,,230114.181917.A12_3.004.Group1.A1.S004
,,230114.182040.A12_3.005.Group1.A1.S005
,,230114.182136.A12_3.006.Group1.A1.S006
,,230114.182242.A12_3.007.Group1.A1.S007
,,230114.182515.A12_3.008.Group1.A1.S008
,,230114.182635.A12_3.009.Group1.A1.S009
,,230114.182718.A12_3.010.Group1.A1.S010
,,230114.182827.A12_3.011.Group1.A1.S011
,,230114.182937.A12_3.012.Group1.A1.S012
,,230114.183044.A12_3.013.Group1.A1.S013
,,230114.183143.A12_3.014.Group1.A1.S014
,,230114.183225.A12_3.015.Group1.A1.S015
,,230111.101909.A19.001.Group1.A1.S001
,,230111.102159.A19.004.Group1.A1.S004
,,230111.102326.A19.006.Group1.A1.S006
,,230111.102428.A19.007.Group1.A1.S007
,,230111.102548.A19.008.Group1.A1.S008
,,230111.102729.A19.010.Group1.A1.S010
,,230111.102835.A19.011.Group1.A1.S011
,,230111.103637.A19.013.Group1.A1.S013
,,230111.103820.A19.014.Group1.A1.S014
,,230111.103923.A19.015.Group1.A1.S015
,,230111.104101.A19.016.Group1.A1.S016
,,230111.104527.A19.017.Group1.A1.S017
,,230111.104728.A19.018.Group1.A1.S018
,,230111.105643.A19_2.001.Group1.A1.S001
,,230111.110016.A19_2.002.Group1.A1.S002
,,230111.110341.A19_2.003.Group1.A1.S003
,,230111.110517.A19_2.004.Group1.A1.S004
,,230111.110801.A19_2.005.Group1.A1.S005
,,230111.111018.A19_2.006.Group1.A1.S006
,,230111.111512.A19_2.008.Group1.A1.S008
,,230111.111633.A19_2.009.Group1.A1.S009
,,230111.111832.A19_2.010.Group1.A1.S010
,,230111.112017.A19_2.011.Group1.A1.S011
,,230111.112214.A19_2.013.Group1.A1.S013
,,230111.112309.A19_2.014.Group1.A1.S014
,,230111.112402.A19_2.015.Group1.A1.S015
,,230111.112545.A19_2.016.Group1.A1.S016
,,230111.112746.A19_2.017.Group1.A1.S017
,,230111.113053.A19_2.018.Group1.A1.S018
,,230111.113257.A19_2.019.Group1.A1.S019
,,230111.114407.A19_3.001.Group1.A1.S001
,,230111.114607.A19_3.002.Group1.A1.S002
,,230111.114735.A19_3.003.Group1.A1.S003
,,230111.115034.A19_3.004.Group1.A1.S004
,,230111.115137.A19_3.005.Group1.A1.S005
,,230111.115436.A19_3.006.Group1.A1.S006
,,230111.115916.A19_3.009.Group1.A1.S009
,,230111.120039.A19_3.010.Group1.A1.S010
,,230111.120401.A19_3.012.Group1.A1.S012
,,230111.120548.A19_3.013.Group1.A1.S013
,,230113.164601.A20.001.Group1.A1.S001
,,230113.164847.A20.003.Group1.A1.S003
,,230113.164942.A20.004.Group1.A1.S004
,,230113.165111.A20.005.Group1.A1.S005
,,230113.165244.A20.006.Group1.A1.S006
,,230113.165346.A20.007.Group1.A1.S007
,,230113.165436.A20.008.Group1.A1.S008
,,230113.165521.A20.009.Group1.A1.S009
,,230113.165559.A20.010.Group1.A1.S010
,,230113.165652.A20.011.Group1.A1.S011
,,230113.165809.A20.013.Group1.A1.S013
,,230113.165859.A20.014.Group1.A1.S014
,,230113.170030.A20.015.Group1.A1.S015
,,230113.170706.A20_2.002.Group1.A1.S002
